# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 119K of event 'task-clock:ppp'
# Event count (approx.): 119732732613
#
# Overhead  Symbol                                            IPC   [IPC Coverage]
# ........  ................................................  ....................
#
     0.00%  [.] 0x000000000009a705                            -      -            
     0.00%  [.] 0x000000000009a70e                            -      -            
     0.00%  [.] 0x000000000009eafb                            -      -            
     0.00%  [.] 0x000000000009eb0e                            -      -            
     0.00%  [.] 0x000000000009eb57                            -      -            
     0.00%  [.] 0x000000000009eda7                            -      -            
     0.00%  [.] 0x000000000009edac                            -      -            
     0.00%  [.] 0x000000000009edca                            -      -            
     0.00%  [.] 0x000000000009edf7                            -      -            
     0.00%  [.] 0x000000000009edfb                            -      -            
     0.00%  [.] 0x000000000009ee6e                            -      -            
     0.00%  [.] 0x000000000009fec0                            -      -            
     0.00%  [.] 0x000000000009feec                            -      -            
     0.00%  [.] 0x000000000009ff0f                            -      -            
     0.00%  [.] 0x000000000009ff90                            -      -            
     0.00%  [.] 0x00000000000a01c2                            -      -            
     0.00%  [.] 0x00000000000a020f                            -      -            
     0.00%  [.] 0x00000000000a0224                            -      -            
     0.00%  [.] 0x00000000000a0230                            -      -            
     0.00%  [.] 0x00000000000a0233                            -      -            
     0.00%  [.] 0x00000000000a0248                            -      -            
     0.00%  [.] 0x00000000000a03d0                            -      -            
     0.00%  [.] 0x00000000000a04ec                            -      -            
     0.00%  [.] 0x00000000000a0ff1                            -      -            
     0.00%  [.] 0x00000000000a1140                            -      -            
     0.00%  [.] 0x00000000000a116c                            -      -            
     0.00%  [.] 0x00000000000a1180                            -      -            
     0.00%  [.] 0x00000000000a11e7                            -      -            
     0.00%  [.] 0x00000000000a1296                            -      -            
     0.00%  [.] 0x00000000000a129e                            -      -            
     0.00%  [.] 0x00000000000a12d5                            -      -            
     0.00%  [.] 0x00000000000a12e8                            -      -            
     0.00%  [.] 0x00000000000a12ec                            -      -            
     0.00%  [.] 0x00000000000a1331                            -      -            
     0.00%  [.] 0x00000000000a1341                            -      -            
     0.00%  [.] 0x00000000000a15f0                            -      -            
     0.00%  [.] 0x00000000000a15f8                            -      -            
     0.00%  [.] 0x00000000000a160f                            -      -            
     0.00%  [.] 0x00000000000a164b                            -      -            
     0.00%  [.] 0x00000000000a16ac                            -      -            
     0.00%  [.] 0x00000000000a1763                            -      -            
     0.00%  [.] 0x00000000000a19f0                            -      -            
     0.00%  [.] 0x00000000000a1a1c                            -      -            
     0.00%  [.] 0x00000000000a1a24                            -      -            
     0.00%  [.] 0x00000000000a1a31                            -      -            
     0.00%  [.] 0x00000000000a1acd                            -      -            
     0.00%  [.] 0x00000000000a1bd4                            -      -            
     0.00%  [.] 0x00000000000a1d5c                            -      -            
     0.00%  [.] 0x00000000000a1d67                            -      -            
     0.00%  [.] 0x00000000000a1dec                            -      -            
     0.00%  [.] 0x00000000000a1e1e                            -      -            
     0.00%  [.] 0x0000000000172206                            -      -            
     0.00%  [.] 0x000000000017221a                            -      -            
     0.00%  [.] 0x00000000001727ef                            -      -            
     0.00%  [.] 0x0000000000172850                            -      -            
     0.00%  [.] 0x000000000017287e                            -      -            
     0.00%  [.] 0x000000000017698a                            -      -            
     0.00%  [.] 0x00000000001774c1                            -      -            
     0.00%  [k] 0x00007fffc005f023                            -      -            
     0.00%  [.] __nanosleep                                   -      -            
     0.00%  [k] __wake_up_sync_key                            -      -            
     0.00%  [k] _raw_spin_unlock_irq                          -      -            
     0.00%  [k] bpf_lsm_socket_recvmsg                        -      -            
     0.00%  [k] cond_accept_memory                            -      -            
     0.00%  [k] dev_qdisc_enqueue                             -      -            
     0.00%  [k] dim_turn                                      -      -            
     0.00%  [k] do_softirq.part.0                             -      -            
     0.00%  [k] futex_get_value_locked                        -      -            
     0.00%  [k] futex_unqueue                                 -      -            
     0.00%  [k] futex_wake_mark                               -      -            
     0.00%  [k] make_kuid                                     -      -            
     0.00%  [k] rb_next                                       -      -            
     0.00%  [k] sched_balance_softirq                         -      -            
     0.00%  [.] secure_raw_write                              -      -            
     0.00%  [k] task_mm_cid_work                              -      -            
     0.00%  [k] tcp_gro_receive                               -      -            
     0.00%  [k] tmigr_handle_remote                           -      -            
     0.00%  [k] wake_q_add_safe                               -      -            
     0.00%  [.] 0x000000000003f9e8                            -      -            
     0.00%  [.] 0x000000000008f360                            -      -            
     0.00%  [.] 0x000000000008f364                            -      -            
     0.00%  [.] 0x000000000008f3d7                            -      -            
     0.00%  [.] 0x000000000008f3db                            -      -            
     0.00%  [.] 0x000000000009a70b                            -      -            
     0.00%  [.] 0x000000000009a727                            -      -            
     0.00%  [.] 0x000000000009eb17                            -      -            
     0.00%  [.] 0x000000000009eb42                            -      -            
     0.00%  [.] 0x000000000009eb4c                            -      -            
     0.00%  [.] 0x000000000009eb5d                            -      -            
     0.00%  [.] 0x000000000009eb61                            -      -            
     0.00%  [.] 0x000000000009ed8d                            -      -            
     0.00%  [.] 0x000000000009edc0                            -      -            
     0.00%  [.] 0x000000000009edd5                            -      -            
     0.00%  [.] 0x000000000009ede2                            -      -            
     0.00%  [.] 0x000000000009ede5                            -      -            
     0.00%  [.] 0x000000000009edf2                            -      -            
     0.00%  [.] 0x000000000009ee00                            -      -            
     0.00%  [.] 0x000000000009ee08                            -      -            
     0.00%  [.] 0x000000000009ee60                            -      -            
     0.00%  [.] 0x000000000009ee79                            -      -            
     0.00%  [.] 0x000000000009fd20                            -      -            
     0.00%  [.] 0x000000000009fd28                            -      -            
     0.00%  [.] 0x000000000009fd3f                            -      -            
     0.00%  [.] 0x000000000009fd51                            -      -            
     0.00%  [.] 0x000000000009fec3                            -      -            
     0.00%  [.] 0x000000000009fed7                            -      -            
     0.00%  [.] 0x000000000009ff13                            -      -            
     0.00%  [.] 0x000000000009ff55                            -      -            
     0.00%  [.] 0x000000000009ff64                            -      -            
     0.00%  [.] 0x00000000000a008e                            -      -            
     0.00%  [.] 0x00000000000a01d8                            -      -            
     0.00%  [.] 0x00000000000a0241                            -      -            
     0.00%  [.] 0x00000000000a0242                            -      -            
     0.00%  [.] 0x00000000000a0251                            -      -            
     0.00%  [.] 0x00000000000a0280                            -      -            
     0.00%  [.] 0x00000000000a02eb                            -      -            
     0.00%  [.] 0x00000000000a02f0                            -      -            
     0.00%  [.] 0x00000000000a02f4                            -      -            
     0.00%  [.] 0x00000000000a039a                            -      -            
     0.00%  [.] 0x00000000000a03db                            -      -            
     0.00%  [.] 0x00000000000a0ffd                            -      -            
     0.00%  [.] 0x00000000000a100b                            -      -            
     0.00%  [.] 0x00000000000a1168                            -      -            
     0.00%  [.] 0x00000000000a11e5                            -      -            
     0.00%  [.] 0x00000000000a120c                            -      -            
     0.00%  [.] 0x00000000000a1216                            -      -            
     0.00%  [.] 0x00000000000a1284                            -      -            
     0.00%  [.] 0x00000000000a129a                            -      -            
     0.00%  [.] 0x00000000000a12df                            -      -            
     0.00%  [.] 0x00000000000a1315                            -      -            
     0.00%  [.] 0x00000000000a131a                            -      -            
     0.00%  [.] 0x00000000000a135a                            -      -            
     0.00%  [.] 0x00000000000a15b4                            -      -            
     0.00%  [.] 0x00000000000a15bd                            -      -            
     0.00%  [.] 0x00000000000a15c0                            -      -            
     0.00%  [.] 0x00000000000a15f4                            -      -            
     0.00%  [.] 0x00000000000a15f6                            -      -            
     0.00%  [.] 0x00000000000a15fa                            -      -            
     0.00%  [.] 0x00000000000a160b                            -      -            
     0.00%  [.] 0x00000000000a1624                            -      -            
     0.00%  [.] 0x00000000000a1629                            -      -            
     0.00%  [.] 0x00000000000a1637                            -      -            
     0.00%  [.] 0x00000000000a1655                            -      -            
     0.00%  [.] 0x00000000000a165e                            -      -            
     0.00%  [.] 0x00000000000a1661                            -      -            
     0.00%  [.] 0x00000000000a166a                            -      -            
     0.00%  [.] 0x00000000000a167c                            -      -            
     0.00%  [.] 0x00000000000a1689                            -      -            
     0.00%  [.] 0x00000000000a16a4                            -      -            
     0.00%  [.] 0x00000000000a16c3                            -      -            
     0.00%  [.] 0x00000000000a1767                            -      -            
     0.00%  [.] 0x00000000000a1786                            -      -            
     0.00%  [.] 0x00000000000a186e                            -      -            
     0.00%  [.] 0x00000000000a1872                            -      -            
     0.00%  [.] 0x00000000000a1890                            -      -            
     0.00%  [.] 0x00000000000a1895                            -      -            
     0.00%  [.] 0x00000000000a1977                            -      -            
     0.00%  [.] 0x00000000000a19fe                            -      -            
     0.00%  [.] 0x00000000000a1a11                            -      -            
     0.00%  [.] 0x00000000000a1a18                            -      -            
     0.00%  [.] 0x00000000000a1d36                            -      -            
     0.00%  [.] 0x00000000000a1d4c                            -      -            
     0.00%  [.] 0x00000000000a1e18                            -      -            
     0.00%  [.] 0x00000000000a1e25                            -      -            
     0.00%  [.] 0x00000000000a1f2f                            -      -            
     0.00%  [.] 0x0000000000172848                            -      -            
     0.00%  [.] 0x0000000000172861                            -      -            
     0.00%  [.] 0x000000000017288d                            -      -            
     0.00%  [.] 0x0000000000175848                            -      -            
     0.00%  [.] 0x0000000000175883                            -      -            
     0.00%  [.] 0x0000000000175887                            -      -            
     0.00%  [.] 0x00000000001758a5                            -      -            
     0.00%  [.] 0x0000000000175944                            -      -            
     0.00%  [.] 0x0000000000175947                            -      -            
     0.00%  [.] 0x000000000017598d                            -      -            
     0.00%  [.] 0x0000000000176d42                            -      -            
     0.00%  [.] 0x0000000000176d49                            -      -            
     0.00%  [.] 0x0000000000176d5a                            -      -            
     0.00%  [.] 0x0000000000176fe1                            -      -            
     0.00%  [.] 0x0000000000176ff1                            -      -            
     0.00%  [.] 0x000000000017731e                            -      -            
     0.00%  [.] 0x00000000001774c8                            -      -            
     0.00%  [.] 0x00000000001774d2                            -      -            
     0.00%  [k] 0x00007fffc00676b0                            -      -            


#
# (Tip: To filter subset of samples with report or script add --time X-Y or --cpu A,B,C or --socket-filter ...)
#
